Sample_ID	Batch	Scientific_Name	Date_Added
SAMN05221163	batch2		2026-02-08
SAMN05221172	batch2		2026-02-08
SAMN05221181	batch2		2026-02-08
SAMN05221183	batch2		2026-02-08
SAMN05221192	batch2		2026-02-08
SAMN05221204	batch2		2026-02-08
SAMN05221216	batch2		2026-02-08
SAMN05221229	batch2		2026-02-08
SAMN05221231	batch2		2026-02-08
SAMN05221234	batch2		2026-02-08
SAMN05221257	batch2		2026-02-08
SAMN05221266	batch2		2026-02-08
SAMN05221374	batch2		2026-02-08
SAMN05221395	batch2		2026-02-08
SAMN05221405	batch2		2026-02-08
SAMN05221407	batch2		2026-02-08
SAMN05221431	batch2		2026-02-08
SAMN05221486	batch2		2026-02-08
SAMN05221494	batch2		2026-02-08
SAMN05221852	batch2		2026-02-08
SAMN05221914	batch2		2026-02-08
SAMN05221962	batch2		2026-02-08
SAMN05222044	batch2		2026-02-08
SAMN05222071	batch2		2026-02-08
SAMN05222079	batch2		2026-02-08
SAMN05222129	batch2		2026-02-08
SAMN05222223	batch2		2026-02-08
SAMN05222238	batch2		2026-02-08
SAMN05222281	batch2		2026-02-08
SAMN05222289	batch2		2026-02-08
SAMN05222311	batch2		2026-02-08
SAMN05222368	batch2		2026-02-08
SAMN05222370	batch2		2026-02-08
SAMN05222389	batch2		2026-02-08
SAMN05222448	batch2		2026-02-08
SAMN05222471	batch2		2026-02-08
SAMN05222482	batch2		2026-02-08
SAMN05222515	batch2		2026-02-08
SAMN05222517	batch2		2026-02-08
SAMN05222533	batch2		2026-02-08
SAMN05222584	batch2		2026-02-08
SAMN05222594	batch2		2026-02-08
SAMN05222611	batch2		2026-02-08
SAMN05222625	batch2		2026-02-08
SAMN05222627	batch2		2026-02-08
SAMN05222652	batch2		2026-02-08
SAMN05222697	batch2		2026-02-08
SAMN05222742	batch2		2026-02-08
SAMN05222758	batch2		2026-02-08
SAMN05222825	batch2		2026-02-08
SAMN05222836	batch2		2026-02-08
SAMN05222845	batch2		2026-02-08
SAMN05222889	batch2		2026-02-08
SAMN05222954	batch2		2026-02-08
SAMN05223042	batch2		2026-02-08
SAMN05223062	batch2		2026-02-08
SAMN05223252	batch2		2026-02-08
SAMN05223361	batch2		2026-02-08
SAMN05226088	batch2		2026-02-08
SAMN05226098	batch2		2026-02-08
SAMN05226779	batch2		2026-02-08
SAMN05226804	batch2		2026-02-08
SAMN05226809	batch2		2026-02-08
SAMN05229956	batch2		2026-02-08
SAMN05230160	batch2		2026-02-08
SAMN05230184	batch2		2026-02-08
SAMN05232920	batch2		2026-02-08
SAMN05238673	batch2		2026-02-08
SAMN05238684	batch2		2026-02-08
SAMN05238693	batch2		2026-02-08
SAMN05238694	batch2		2026-02-08
SAMN05238695	batch2		2026-02-08
SAMN05245209	batch2		2026-02-08
SAMN05245618	batch2		2026-02-08
SAMN05249875	batch2		2026-02-08
SAMN05249896	batch2		2026-02-08
SAMN05250563	batch2		2026-02-08
SAMN05255000	batch2		2026-02-08
SAMN05255037	batch2		2026-02-08
SAMN05255057	batch2		2026-02-08
SAMN05255062	batch2		2026-02-08
SAMN05255079	batch2		2026-02-08
SAMN05255120	batch2		2026-02-08
SAMN05257177	batch2		2026-02-08
SAMN05258384	batch2		2026-02-08
SAMN05258786	batch2		2026-02-08
SAMN05263452	batch2		2026-02-08
SAMN05272018	batch2		2026-02-08
SAMN05275344	batch2		2026-02-08
SAMN05275352	batch2		2026-02-08
SAMN05275883	batch2		2026-02-08
SAMN05275892	batch2		2026-02-08
SAMN05275912	batch2		2026-02-08
SAMN05276304	batch2		2026-02-08
SAMN05276329	batch2		2026-02-08
SAMN05276343	batch2		2026-02-08
SAMN05276349	batch2		2026-02-08
SAMN05276354	batch2		2026-02-08
SAMN05276363	batch2		2026-02-08
SAMN05276374	batch2		2026-02-08
SAMN05276383	batch2		2026-02-08
SAMN05276401	batch2		2026-02-08
SAMN05276441	batch2		2026-02-08
SAMN05276444	batch2		2026-02-08
SAMN05276447	batch2		2026-02-08
SAMN05276454	batch2		2026-02-08
SAMN05276469	batch2		2026-02-08
SAMN05276470	batch2		2026-02-08
SAMN05276479	batch2		2026-02-08
SAMN05276487	batch2		2026-02-08
SAMN05276512	batch2		2026-02-08
SAMN05276550	batch2		2026-02-08
SAMN05284472	batch2		2026-02-08
SAMN05289952	batch2		2026-02-08
SAMN05289953	batch2		2026-02-08
SAMN05289966	batch2		2026-02-08
SAMN05289968	batch2		2026-02-08
SAMN05289969	batch2		2026-02-08
SAMN05289970	batch2		2026-02-08
SAMN05289984	batch2		2026-02-08
SAMN05290082	batch2		2026-02-08
SAMN05290120	batch2		2026-02-08
SAMN05290691	batch2		2026-02-08
SAMN05291772	batch2		2026-02-08
SAMN05291784	batch2		2026-02-08
SAMN05291921	batch2		2026-02-08
SAMN05292341	batch2		2026-02-08
SAMN05294057	batch2		2026-02-08
SAMN05294079	batch2		2026-02-08
SAMN05294082	batch2		2026-02-08
SAMN05294130	batch2		2026-02-08
SAMN05294159	batch2		2026-02-08
SAMN05294256	batch2		2026-02-08
SAMN05294343	batch2		2026-02-08
SAMN05294499	batch2		2026-02-08
SAMN05294511	batch2		2026-02-08
SAMN05301245	batch2		2026-02-08
SAMN05301523	batch2		2026-02-08
SAMN05301555	batch2		2026-02-08
SAMN05323686	batch2		2026-02-08
SAMN05323687	batch2		2026-02-08
SAMN05325305	batch2		2026-02-08
SAMN05325307	batch2		2026-02-08
SAMN05325318	batch2		2026-02-08
SAMN05325336	batch2		2026-02-08
SAMN05325353	batch2		2026-02-08
SAMN05325355	batch2		2026-02-08
SAMN05325358	batch2		2026-02-08
SAMN05325391	batch2		2026-02-08
SAMN05325411	batch2		2026-02-08
SAMN05325429	batch2		2026-02-08
SAMN05325471	batch2		2026-02-08
SAMN05325497	batch2		2026-02-08
SAMN05325514	batch2		2026-02-08
SAMN05325522	batch2		2026-02-08
SAMN05325538	batch2		2026-02-08
SAMN05325563	batch2		2026-02-08
SAMN05325569	batch2		2026-02-08
SAMN05325596	batch2		2026-02-08
SAMN05325610	batch2		2026-02-08
SAMN05325674	batch2		2026-02-08
SAMN05325701	batch2		2026-02-08
SAMN05325702	batch2		2026-02-08
SAMN05325725	batch2		2026-02-08
SAMN05325738	batch2		2026-02-08
SAMN05325741	batch2		2026-02-08
SAMN05325775	batch2		2026-02-08
SAMN05325788	batch2		2026-02-08
SAMN05325794	batch2		2026-02-08
SAMN05325813	batch2		2026-02-08
SAMN05326009	batch2		2026-02-08
SAMN05326013	batch2		2026-02-08
SAMN05326061	batch2		2026-02-08
SAMN05326092	batch2		2026-02-08
SAMN05326096	batch2		2026-02-08
SAMN05326100	batch2		2026-02-08
SAMN05326112	batch2		2026-02-08
SAMN05326120	batch2		2026-02-08
SAMN05326158	batch2		2026-02-08
SAMN05326160	batch2		2026-02-08
SAMN05326180	batch2		2026-02-08
SAMN05326182	batch2		2026-02-08
SAMN05326187	batch2		2026-02-08
SAMN05326196	batch2		2026-02-08
SAMN05326246	batch2		2026-02-08
SAMN05326256	batch2		2026-02-08
SAMN05326292	batch2		2026-02-08
SAMN05326336	batch2		2026-02-08
SAMN05326395	batch2		2026-02-08
SAMN05326401	batch2		2026-02-08
SAMN05326402	batch2		2026-02-08
SAMN05326404	batch2		2026-02-08
SAMN05326427	batch2		2026-02-08
SAMN05326468	batch2		2026-02-08
SAMN05326484	batch2		2026-02-08
SAMN05326486	batch2		2026-02-08
SAMN05326493	batch2		2026-02-08
SAMN05326518	batch2		2026-02-08
SAMN05328095	batch2		2026-02-08
SAMN05328441	batch2		2026-02-08
SAMN05328469	batch2		2026-02-08
SAMN05328470	batch2		2026-02-08
SAMN05328472	batch2		2026-02-08
SAMN05328494	batch2		2026-02-08
SAMN05330286	batch2		2026-02-08
SAMN05336518	batch2		2026-02-08
SAMN05336547	batch2		2026-02-08
SAMN05336560	batch2		2026-02-08
SAMN05336564	batch2		2026-02-08
SAMN05336582	batch2		2026-02-08
SAMN05336606	batch2		2026-02-08
SAMN05336647	batch2		2026-02-08
SAMN05336648	batch2		2026-02-08
SAMN05336651	batch2		2026-02-08
SAMN05336656	batch2		2026-02-08
SAMN05336664	batch2		2026-02-08
SAMN05336683	batch2		2026-02-08
SAMN05336709	batch2		2026-02-08
SAMN05336712	batch2		2026-02-08
SAMN05336743	batch2		2026-02-08
SAMN05336746	batch2		2026-02-08
SAMN05336750	batch2		2026-02-08
SAMN05336762	batch2		2026-02-08
SAMN05336782	batch2		2026-02-08
SAMN05336784	batch2		2026-02-08
SAMN05336824	batch2		2026-02-08
SAMN05336934	batch2		2026-02-08
SAMN05336983	batch2		2026-02-08
SAMN05337026	batch2		2026-02-08
SAMN05337051	batch2		2026-02-08
SAMN05337068	batch2		2026-02-08
SAMN05337070	batch2		2026-02-08
SAMN05337077	batch2		2026-02-08
SAMN05337093	batch2		2026-02-08
SAMN05337094	batch2		2026-02-08
SAMN05337099	batch2		2026-02-08
SAMN05337109	batch2		2026-02-08
SAMN05337144	batch2		2026-02-08
SAMN05337441	batch2		2026-02-08
SAMN05337469	batch2		2026-02-08
SAMN05337476	batch2		2026-02-08
SAMN05337489	batch2		2026-02-08
SAMN05337504	batch2		2026-02-08
SAMN05337555	batch2		2026-02-08
SAMN05337569	batch2		2026-02-08
SAMN05337571	batch2		2026-02-08
SAMN05337572	batch2		2026-02-08
SAMN05337582	batch2		2026-02-08
SAMN05337590	batch2		2026-02-08
SAMN05337596	batch2		2026-02-08
SAMN05337672	batch2		2026-02-08
SAMN05337723	batch2		2026-02-08
SAMN05338292	batch2		2026-02-08
SAMN05338596	batch2		2026-02-08
SAMN05338862	batch2		2026-02-08
SAMN05339794	batch2		2026-02-08
SAMN05339850	batch2		2026-02-08
SAMN05339863	batch2		2026-02-08
SAMN05339869	batch2		2026-02-08
SAMN05339872	batch2		2026-02-08
SAMN05339875	batch2		2026-02-08
SAMN05339892	batch2		2026-02-08
SAMN05339897	batch2		2026-02-08
SAMN05339969	batch2		2026-02-08
SAMN05339970	batch2		2026-02-08
SAMN05339979	batch2		2026-02-08
SAMN05340014	batch2		2026-02-08
SAMN05340069	batch2		2026-02-08
SAMN05340079	batch2		2026-02-08
SAMN05340189	batch2		2026-02-08
SAMN05340281	batch2		2026-02-08
SAMN05340288	batch2		2026-02-08
SAMN05340295	batch2		2026-02-08
SAMN05340298	batch2		2026-02-08
SAMN05340306	batch2		2026-02-08
SAMN05340324	batch2		2026-02-08
SAMN05340342	batch2		2026-02-08
SAMN05340349	batch2		2026-02-08
SAMN05340357	batch2		2026-02-08
SAMN05340372	batch2		2026-02-08
SAMN05340381	batch2		2026-02-08
SAMN05340390	batch2		2026-02-08
SAMN05340410	batch2		2026-02-08
SAMN05340433	batch2		2026-02-08
SAMN05340467	batch2		2026-02-08
SAMN05340477	batch2		2026-02-08
SAMN05340488	batch2		2026-02-08
SAMN05340521	batch2		2026-02-08
SAMN05340533	batch2		2026-02-08
SAMN05340578	batch2		2026-02-08
SAMN05340583	batch2		2026-02-08
SAMN05340595	batch2		2026-02-08
SAMN05340625	batch2		2026-02-08
SAMN05340636	batch2		2026-02-08
SAMN05340654	batch2		2026-02-08
SAMN05340659	batch2		2026-02-08
SAMN05340662	batch2		2026-02-08
SAMN05340667	batch2		2026-02-08
SAMN05340695	batch2		2026-02-08
SAMN05340740	batch2		2026-02-08
SAMN05340752	batch2		2026-02-08
SAMN05340753	batch2		2026-02-08
SAMN05340859	batch2		2026-02-08
SAMN05340863	batch2		2026-02-08
SAMN05340872	batch2		2026-02-08
SAMN05340906	batch2		2026-02-08
SAMN05340910	batch2		2026-02-08
SAMN05340921	batch2		2026-02-08
SAMN05340957	batch2		2026-02-08
SAMN05344464	batch2		2026-02-08
SAMN05344969	batch2		2026-02-08
SAMN05345176	batch2		2026-02-08
SAMN05345182	batch2		2026-02-08
SAMN05345188	batch2		2026-02-08
SAMN05345211	batch2		2026-02-08
SAMN05345242	batch2		2026-02-08
SAMN05345251	batch2		2026-02-08
SAMN05345348	batch2		2026-02-08
SAMN05345458	batch2		2026-02-08
SAMN05345540	batch2		2026-02-08
SAMN05345542	batch2		2026-02-08
SAMN05345550	batch2		2026-02-08
SAMN05345617	batch2		2026-02-08
SAMN05345698	batch2		2026-02-08
SAMN05356485	batch2		2026-02-08
SAMN05356737	batch2		2026-02-08
SAMN05357742	batch2		2026-02-08
SAMN05360147	batch2		2026-02-08
SAMN05360154	batch2		2026-02-08
SAMN05360200	batch2		2026-02-08
SAMN05360213	batch2		2026-02-08
SAMN05360221	batch2		2026-02-08
SAMN05360230	batch2		2026-02-08
SAMN05360267	batch2		2026-02-08
SAMN05362535	batch2		2026-02-08
SAMN05363247	batch2		2026-02-08
SAMN05363269	batch2		2026-02-08
SAMN05363272	batch2		2026-02-08
SAMN05363275	batch2		2026-02-08
SAMN05363584	batch2		2026-02-08
SAMN05363766	batch2		2026-02-08
SAMN05364106	batch2		2026-02-08
SAMN05364116	batch2		2026-02-08
SAMN05364120	batch2		2026-02-08
SAMN05366691	batch2		2026-02-08
SAMN05366804	batch2		2026-02-08
SAMN05366809	batch2		2026-02-08
SAMN05366842	batch2		2026-02-08
SAMN05366910	batch2		2026-02-08
SAMN05366916	batch2		2026-02-08
SAMN05367023	batch2		2026-02-08
SAMN05367107	batch2		2026-02-08
SAMN05368350	batch2		2026-02-08
SAMN05371129	batch2		2026-02-08
SAMN05371155	batch2		2026-02-08
SAMN05371983	batch2		2026-02-08
SAMN05372115	batch2		2026-02-08
SAMN05374476	batch2		2026-02-08
SAMN05374500	batch2		2026-02-08
SAMN05374507	batch2		2026-02-08
SAMN05374559	batch2		2026-02-08
SAMN05379635	batch2		2026-02-08
SAMN05379637	batch2		2026-02-08
SAMN05379641	batch2		2026-02-08
SAMN05379643	batch2		2026-02-08
SAMN05382646	batch2		2026-02-08
SAMN05384111	batch2		2026-02-08
SAMN05384183	batch2		2026-02-08
SAMN05384193	batch2		2026-02-08
SAMN05384216	batch2		2026-02-08
SAMN05384847	batch2		2026-02-08
SAMN05388828	batch2		2026-02-08
SAMN05388934	batch2		2026-02-08
SAMN05389772	batch2		2026-02-08
SAMN05390819	batch2		2026-02-08
SAMN05390831	batch2		2026-02-08
SAMN05391417	batch2		2026-02-08
SAMN05391693	batch2		2026-02-08
SAMN05391699	batch2		2026-02-08
SAMN05391732	batch2		2026-02-08
SAMN05391754	batch2		2026-02-08
SAMN05410773	batch2		2026-02-08
SAMN05410802	batch2		2026-02-08
SAMN05410814	batch2		2026-02-08
SAMN05410832	batch2		2026-02-08
SAMN05410837	batch2		2026-02-08
SAMN05413484	batch2		2026-02-08
SAMN05413559	batch2		2026-02-08
SAMN05413740	batch2		2026-02-08
SAMN05413753	batch2		2026-02-08
SAMN05413850	batch2		2026-02-08
SAMN05413890	batch2		2026-02-08
SAMN05414596	batch2		2026-02-08
SAMN05416095	batch2		2026-02-08
SAMN05416139	batch2		2026-02-08
SAMN05416150	batch2		2026-02-08
SAMN05416155	batch2		2026-02-08
SAMN05416422	batch2		2026-02-08
SAMN05416483	batch2		2026-02-08
SAMN05416519	batch2		2026-02-08
SAMN05417563	batch2		2026-02-08
SAMN05417567	batch2		2026-02-08
SAMN05417893	batch2		2026-02-08
SAMN05418014	batch2		2026-02-08
SAMN05418022	batch2		2026-02-08
SAMN05418034	batch2		2026-02-08
SAMN05418062	batch2		2026-02-08
SAMN05418076	batch2		2026-02-08
SAMN05418080	batch2		2026-02-08
SAMN05418114	batch2		2026-02-08
SAMN05418150	batch2		2026-02-08
SAMN05418151	batch2		2026-02-08
SAMN05418154	batch2		2026-02-08
SAMN05418156	batch2		2026-02-08
SAMN05418174	batch2		2026-02-08
SAMN05418180	batch2		2026-02-08
SAMN05418186	batch2		2026-02-08
SAMN05418188	batch2		2026-02-08
SAMN05418219	batch2		2026-02-08
SAMN05418235	batch2		2026-02-08
SAMN05418239	batch2		2026-02-08
SAMN05418240	batch2		2026-02-08
SAMN05420582	batch2		2026-02-08
SAMN05420586	batch2		2026-02-08
SAMN05420590	batch2		2026-02-08
SAMN05420756	batch2		2026-02-08
SAMN05421473	batch2		2026-02-08
SAMN05421594	batch2		2026-02-08
SAMN05421635	batch2		2026-02-08
SAMN05421642	batch2		2026-02-08
SAMN05421663	batch2		2026-02-08
SAMN05421682	batch2		2026-02-08
SAMN05421759	batch2		2026-02-08
SAMN05421765	batch2		2026-02-08
SAMN05421789	batch2		2026-02-08
SAMN05421825	batch2		2026-02-08
SAMN05421853	batch2		2026-02-08
SAMN05421863	batch2		2026-02-08
SAMN05421881	batch2		2026-02-08
SAMN05422264	batch2		2026-02-08
SAMN05425846	batch2		2026-02-08
SAMN05427724	batch2		2026-02-08
SAMN05428848	batch2		2026-02-08
SAMN05428851	batch2		2026-02-08
SAMN05428861	batch2		2026-02-08
SAMN05428869	batch2		2026-02-08
SAMN05428872	batch2		2026-02-08
SAMN05428877	batch2		2026-02-08
SAMN05428914	batch2		2026-02-08
SAMN05428921	batch2		2026-02-08
SAMN05428967	batch2		2026-02-08
SAMN05428983	batch2		2026-02-08
SAMN05429981	batch2		2026-02-08
SAMN05429985	batch2		2026-02-08
SAMN05429989	batch2		2026-02-08
SAMN05430025	batch2		2026-02-08
SAMN05430031	batch2		2026-02-08
SAMN05430041	batch2		2026-02-08
SAMN05430228	batch2		2026-02-08
SAMN05439200	batch2		2026-02-08
SAMN05439204	batch2		2026-02-08
SAMN05439293	batch2		2026-02-08
SAMN05439378	batch2		2026-02-08
SAMN05439422	batch2		2026-02-08
SAMN05439425	batch2		2026-02-08
SAMN05440001	batch2		2026-02-08
SAMN05440003	batch2		2026-02-08
SAMN05440013	batch2		2026-02-08
SAMN05440024	batch2		2026-02-08
SAMN05440030	batch2		2026-02-08
SAMN05440248	batch2		2026-02-08
SAMN05440263	batch2		2026-02-08
SAMN05440279	batch2		2026-02-08
SAMN05440351	batch2		2026-02-08
SAMN05440371	batch2		2026-02-08
SAMN05440392	batch2		2026-02-08
SAMN05440401	batch2		2026-02-08
SAMN05440406	batch2		2026-02-08
SAMN05440606	batch2		2026-02-08
SAMN05440721	batch2		2026-02-08
SAMN05440725	batch2		2026-02-08
SAMN05443548	batch2		2026-02-08
SAMN05443635	batch2		2026-02-08
SAMN05444065	batch2		2026-02-08
SAMN05444196	batch2		2026-02-08
SAMN05444242	batch2		2026-02-08
SAMN05444279	batch2		2026-02-08
SAMN05444284	batch2		2026-02-08
SAMN05444383	batch2		2026-02-08
SAMN05444396	batch2		2026-02-08
SAMN05444408	batch2		2026-02-08
SAMN05444409	batch2		2026-02-08
SAMN05444414	batch2		2026-02-08
SAMN05445842	batch2		2026-02-08
SAMN05446636	batch2		2026-02-08
SAMN05446935	batch2		2026-02-08
SAMN05447431	batch2		2026-02-08
SAMN05449216	batch2		2026-02-08
SAMN05449279	batch2		2026-02-08
SAMN05449282	batch2		2026-02-08
SAMN05449804	batch2		2026-02-08
SAMN05449858	batch2		2026-02-08
SAMN05449862	batch2		2026-02-08
SAMN05452832	batch2		2026-02-08
SAMN05452835	batch2		2026-02-08
SAMN05452853	batch2		2026-02-08
SAMN05452859	batch2		2026-02-08
SAMN05452866	batch2		2026-02-08
SAMN05461921	batch2		2026-02-08
SAMN05464499	batch2		2026-02-08
SAMN05468222	batch2		2026-02-08
SAMN05505255	batch2		2026-02-08
SAMN05509034	batch2		2026-02-08
SAMN05509821	batch2		2026-02-08
SAMN05509827	batch2		2026-02-08
SAMN05509830	batch2		2026-02-08
SAMN05510455	batch2		2026-02-08
SAMN05510557	batch2		2026-02-08
SAMN05510564	batch2		2026-02-08
SAMN05510570	batch2		2026-02-08
SAMN05510611	batch2		2026-02-08
SAMN05510643	batch2		2026-02-08
SAMN05511906	batch2		2026-02-08
SAMN05511976	batch2		2026-02-08
SAMN05511978	batch2		2026-02-08
SAMN05513707	batch2		2026-02-08
SAMN05514330	batch2		2026-02-08
SAMN05514403	batch2		2026-02-08
SAMN05518767	batch2		2026-02-08
SAMN05518791	batch2		2026-02-08
SAMN05518846	batch2		2026-02-08
SAMN05518869	batch2		2026-02-08
SAMN05519137	batch2		2026-02-08
SAMN05519189	batch2		2026-02-08
SAMN05521431	batch2		2026-02-08
SAMN05521562	batch2		2026-02-08
SAMN05521563	batch2		2026-02-08
SAMN05521572	batch2		2026-02-08
SAMN05521602	batch2		2026-02-08
SAMN05525199	batch2		2026-02-08
SAMN05525202	batch2		2026-02-08
SAMN05525207	batch2		2026-02-08
SAMN05525214	batch2		2026-02-08
SAMN05525230	batch2		2026-02-08
SAMN05525231	batch2		2026-02-08
SAMN05525236	batch2		2026-02-08
SAMN05525239	batch2		2026-02-08
SAMN05525264	batch2		2026-02-08
SAMN05525304	batch2		2026-02-08
SAMN05544913	batch2		2026-02-08
SAMN05553052	batch2		2026-02-08
SAMN05554160	batch2		2026-02-08
SAMN05554163	batch2		2026-02-08
SAMN05557940	batch2		2026-02-08
SAMN05558844	batch2		2026-02-08
SAMN05558875	batch2		2026-02-08
SAMN05558902	batch2		2026-02-08
SAMN05558934	batch2		2026-02-08
SAMN05559004	batch2		2026-02-08
SAMN05559005	batch2		2026-02-08
SAMN05559012	batch2		2026-02-08
SAMN05560070	batch2		2026-02-08
SAMN05560588	batch2		2026-02-08
SAMN05560725	batch2		2026-02-08
SAMN05567357	batch2		2026-02-08
SAMN05575059	batch2		2026-02-08
SAMN05575067	batch2		2026-02-08
SAMN05575082	batch2		2026-02-08
SAMN05575114	batch2		2026-02-08
SAMN05575123	batch2		2026-02-08
SAMN05575139	batch2		2026-02-08
SAMN05575180	batch2		2026-02-08
SAMN05575204	batch2		2026-02-08
SAMN05575230	batch2		2026-02-08
SAMN05575264	batch2		2026-02-08
SAMN05575288	batch2		2026-02-08
SAMN05575346	batch2		2026-02-08
SAMN05575351	batch2		2026-02-08
SAMN05575378	batch2		2026-02-08
SAMN05575380	batch2		2026-02-08
SAMN05575400	batch2		2026-02-08
SAMN05575408	batch2		2026-02-08
SAMN05575419	batch2		2026-02-08
SAMN05575449	batch2		2026-02-08
SAMN05575466	batch2		2026-02-08
SAMN05575479	batch2		2026-02-08
SAMN05575485	batch2		2026-02-08
SAMN05575488	batch2		2026-02-08
SAMN05575490	batch2		2026-02-08
SAMN05575514	batch2		2026-02-08
SAMN05575528	batch2		2026-02-08
SAMN05575553	batch2		2026-02-08
SAMN05575604	batch2		2026-02-08
SAMN05575618	batch2		2026-02-08
SAMN05575642	batch2		2026-02-08
SAMN05575703	batch2		2026-02-08
SAMN05575732	batch2		2026-02-08
SAMN05575752	batch2		2026-02-08
SAMN05575782	batch2		2026-02-08
SAMN05575795	batch2		2026-02-08
SAMN05575810	batch2		2026-02-08
SAMN05575864	batch2		2026-02-08
SAMN05575885	batch2		2026-02-08
SAMN05575916	batch2		2026-02-08
SAMN05575918	batch2		2026-02-08
SAMN05575967	batch2		2026-02-08
SAMN05575971	batch2		2026-02-08
SAMN05575991	batch2		2026-02-08
SAMN05575994	batch2		2026-02-08
SAMN05576025	batch2		2026-02-08
SAMN05576089	batch2		2026-02-08
SAMN05576126	batch2		2026-02-08
SAMN05576128	batch2		2026-02-08
SAMN05576134	batch2		2026-02-08
SAMN05576190	batch2		2026-02-08
SAMN05576235	batch2		2026-02-08
SAMN05576247	batch2		2026-02-08
SAMN05576257	batch2		2026-02-08
SAMN05576288	batch2		2026-02-08
SAMN05576293	batch2		2026-02-08
SAMN05576337	batch2		2026-02-08
SAMN05576339	batch2		2026-02-08
SAMN05576364	batch2		2026-02-08
SAMN05576393	batch2		2026-02-08
SAMN05576414	batch2		2026-02-08
SAMN05576415	batch2		2026-02-08
SAMN05576420	batch2		2026-02-08
SAMN05576428	batch2		2026-02-08
SAMN05576433	batch2		2026-02-08
SAMN05576451	batch2		2026-02-08
SAMN05576459	batch2		2026-02-08
SAMN05576468	batch2		2026-02-08
SAMN05576491	batch2		2026-02-08
SAMN05576502	batch2		2026-02-08
SAMN05576519	batch2		2026-02-08
SAMN05576570	batch2		2026-02-08
SAMN05576583	batch2		2026-02-08
SAMN05576589	batch2		2026-02-08
SAMN05576592	batch2		2026-02-08
SAMN05576615	batch2		2026-02-08
SAMN05576641	batch2		2026-02-08
SAMN05576669	batch2		2026-02-08
SAMN05576709	batch2		2026-02-08
SAMN05576720	batch2		2026-02-08
SAMN05576763	batch2		2026-02-08
SAMN05576884	batch2		2026-02-08
SAMN05576904	batch2		2026-02-08
SAMN05576909	batch2		2026-02-08
SAMN05576933	batch2		2026-02-08
SAMN05576935	batch2		2026-02-08
SAMN05576953	batch2		2026-02-08
SAMN05576974	batch2		2026-02-08
SAMN05576991	batch2		2026-02-08
SAMN05577030	batch2		2026-02-08
SAMN05577070	batch2		2026-02-08
SAMN05577076	batch2		2026-02-08
SAMN05577089	batch2		2026-02-08
SAMN05577166	batch2		2026-02-08
SAMN05577176	batch2		2026-02-08
SAMN05577200	batch2		2026-02-08
SAMN05577220	batch2		2026-02-08
SAMN05577281	batch2		2026-02-08
SAMN05577313	batch2		2026-02-08
SAMN05577344	batch2		2026-02-08
SAMN05577355	batch2		2026-02-08
SAMN05577417	batch2		2026-02-08
SAMN05577481	batch2		2026-02-08
SAMN05577527	batch2		2026-02-08
SAMN05577584	batch2		2026-02-08
SAMN05577627	batch2		2026-02-08
SAMN05577636	batch2		2026-02-08
SAMN05577677	batch2		2026-02-08
SAMN05577681	batch2		2026-02-08
SAMN05577689	batch2		2026-02-08
SAMN05578020	batch2		2026-02-08
SAMN05579900	batch2		2026-02-08
SAMN05581761	batch2		2026-02-08
SAMN05581776	batch2		2026-02-08
SAMN05589140	batch2		2026-02-08
SAMN05589721	batch2		2026-02-08
SAMN05589722	batch2		2026-02-08
SAMN05589723	batch2		2026-02-08
SAMN05590420	batch2		2026-02-08
SAMN05590422	batch2		2026-02-08
SAMN05590437	batch2		2026-02-08
SAMN05590438	batch2		2026-02-08
SAMN05591560	batch2		2026-02-08
SAMN05591564	batch2		2026-02-08
SAMN05591573	batch2		2026-02-08
SAMN05591575	batch2		2026-02-08
SAMN05591702	batch2		2026-02-08
SAMN05596224	batch2		2026-02-08
SAMN05596237	batch2		2026-02-08
SAMN05596431	batch2		2026-02-08
SAMN05596721	batch2		2026-02-08
SAMN05596762	batch2		2026-02-08
SAMN05596840	batch2		2026-02-08
SAMN05596863	batch2		2026-02-08
SAMN05596871	batch2		2026-02-08
SAMN05601555	batch2		2026-02-08
SAMN05603667	batch2		2026-02-08
SAMN05603781	batch2		2026-02-08
SAMN05603813	batch2		2026-02-08
SAMN05603818	batch2		2026-02-08
SAMN05605290	batch2		2026-02-08
SAMN05605313	batch2		2026-02-08
SAMN05605332	batch2		2026-02-08
SAMN05605337	batch2		2026-02-08
SAMN05606380	batch2		2026-02-08
SAMN05606989	batch2		2026-02-08
SAMN05607024	batch2		2026-02-08
SAMN05607350	batch2		2026-02-08
SAMN05607391	batch2		2026-02-08
SAMN05607399	batch2		2026-02-08
SAMN05607412	batch2		2026-02-08
SAMN05607732	batch2		2026-02-08
SAMN05607742	batch2		2026-02-08
SAMN05607746	batch2		2026-02-08
SAMN05607924	batch2		2026-02-08
SAMN05615140	batch2		2026-02-08
SAMN05615156	batch2		2026-02-08
SAMN05615161	batch2		2026-02-08
SAMN05615166	batch2		2026-02-08
SAMN05615179	batch2		2026-02-08
SAMN05615200	batch2		2026-02-08
SAMN05615262	batch2		2026-02-08
SAMN05615266	batch2		2026-02-08
SAMN05615291	batch2		2026-02-08
SAMN05615357	batch2		2026-02-08
SAMN05615380	batch2		2026-02-08
SAMN05615381	batch2		2026-02-08
SAMN05615898	batch2		2026-02-08
SAMN05615912	batch2		2026-02-08
SAMN05630997	batch2		2026-02-08
SAMN05631202	batch2		2026-02-08
